neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedrooms,beds,bath
South Shore,41.76503,-87.56787,Entire home/apt,82,2,5,0.63,10,304,5,4.20,0,1,1
Portage Park,41.9613,-87.75547,Entire home/apt,88,1,16,2.86,10,166,16,4.81,1,1,1
Lake View,41.94458,-87.64653,Entire home/apt,175,2,27,4.05,29,93,27,4.96,1,1,1
Lake View,41.94717,-87.65416,Entire home/apt,239,2,10,1.42,1,298,10,4.90,2,2,2
Loop,41.8676695,-87.62611919999999,Entire home/apt,207,32,0,,655,279,0,0,1,1,1
Avondale,41.93923,-87.71549,Entire home/apt,109,2,8,1.37,6,258,8,5.0,2,2,1
Near West Side,41.88306,-87.65359,Entire home/apt,295,32,1,0.15,7,106,1,0,3,3,2
Logan Square,41.9197299540662,-87.71563754115472,Entire home/apt,96,32,0,,1,34,0,0,1,1,1
West Town,41.8923669,-87.68236320000001,Entire home/apt,160,1,14,2.49,1,218,14,4.93,2,2,1
Irving Park,41.95503,-87.71034,Entire home/apt,317,2,7,0.81,2,363,7,5.0,4,4,1
Lake View,41.94645,-87.6461,Entire home/apt,105,1,20,2.32,8,2,20,4.90,3,3,1
Lake View,41.94621,-87.64609,Entire home/apt,105,1,13,1.52,8,146,13,4.62,3,3,1
Near North Side,41.89801,-87.62141,Private room,180,2,5,1.52,7,80,5,4.40,1,1,1
Lincoln Park,41.918411,-87.6439669,Entire home/apt,346,2,23,2.78,3,10,23,4.78,2,2,2
Lower West Side,41.85541,-87.65004,Entire home/apt,200,32,1,1.0,1,167,1,0,3,3,1
Edgewater,41.9843,-87.65636,Entire home/apt,143,2,19,3.15,2,179,19,4.37,2,2,2
South Shore,41.76177,-87.56397,Entire home/apt,71,2,22,3.33,1,309,22,4.18,1,2,1
Near North Side,41.8990174,-87.6216846,Private room,175,2,3,0.91,7,75,3,4.33,1,1,1
West Town,41.9008931,-87.6708079,Entire home/apt,193,2,7,0.94,1,73,7,5.0,2,3,1.5
Lake View,41.94341,-87.64865,Entire home/apt,458,2,6,0.69,2,70,6,5.0,2,2,2
Bridgeport,41.82978,-87.64902,Private room,35,1,10,1.27,2,335,10,4.40,1,1,1
West Town,41.9004622,-87.6648366,Entire home/apt,184,1,32,3.89,2,298,32,4.88,2,3,1
Greater Grand Crossing,41.76743,-87.61151,Entire home/apt,107,1,11,1.9,2,170,11,4.91,4,4,1
West Town,41.90514,-87.66196,Entire home/apt,151,1,2,2.0,1,353,2,0,1,1,1
East Garfield Park,41.88679253092158,-87.71364049797312,Entire home/apt,96,1,12,2.79,1,304,12,4.33,2,2,1
Edgewater,41.99346,-87.67258,Entire home/apt,114,3,14,1.76,1,1,14,4.93,2,4,1
Near North Side,41.8990174,-87.6216846,Private room,173,2,9,2.55,7,64,9,4.78,1,1,1
Near North Side,41.90098732816609,-87.62606809607983,Entire home/apt,5120,2,0,,2,319,0,0,5,7,6
Douglas,41.83007447720573,-87.61745940545454,Entire home/apt,129,2,3,1.02,1,48,3,5.0,3,3,2
Kenwood,41.80402,-87.58594,Entire home/apt,100,1,9,1.03,51,361,9,3.56,1,1,1
West Town,41.88927,-87.65131,Entire home/apt,3500,2,6,0.9,4,300,6,5.0,9,19,7.5
South Shore,41.75386816433727,-87.56307301002522,Private room,43,1,0,,10,354,0,New,1,1,2
South Chicago,41.74849,-87.54721,Private room,39,5,0,,10,360,0,0,1,1,1.5
West Town,41.91226,-87.67279,Entire home/apt,120,32,0,,1,284,0,0,0,1,1
Loop,41.87769,-87.63015,Entire home/apt,348,2,28,3.51,23,180,28,4.93,2,3,2
South Chicago,41.73939,-87.56342,Shared room,30,1,2,0.27,3,351,2,0,1,4,1.5
Edgewater,41.97662,-87.67151,Entire home/apt,169,2,12,2.24,1,313,12,4.92,2,2,1
Logan Square,41.92958,-87.72231,Private room,88,1,15,1.78,1,307,15,5.0,1,1,1
Lake View,41.94978,-87.65532,Entire home/apt,301,3,7,2.14,1,289,7,5.0,4,5,1
Near South Side,41.855,-87.62326,Entire home/apt,326,2,18,2.26,70,360,18,4.72,3,4,2
Near South Side,41.8541152,-87.6227943,Entire home/apt,282,2,5,0.61,7,276,5,5.0,1,2,1
West Town,41.89731,-87.66875,Entire home/apt,162,1,12,1.45,17,310,12,4.67,2,2,2
East Garfield Park,41.88253,-87.69349,Entire home/apt,357,3,20,2.74,17,308,20,5.0,5,5,4
Logan Square,41.91766726373297,-87.67552638086838,Entire home/apt,106,2,6,4.19,1,107,6,5.0,1,1,1
Lower West Side,41.85148,-87.67535,Entire home/apt,257,1,7,2.33,1,147,7,5.0,3,5,1
West Town,41.90406,-87.66306,Entire home/apt,279,2,8,0.95,1,352,8,4.63,1,2,1.5
Near West Side,41.88351,-87.66172,Entire home/apt,359,2,14,1.77,7,175,14,4.86,2,2,2
East Garfield Park,41.87945,-87.69579,Entire home/apt,109,2,19,2.88,1,60,19,4.79,1,1,1
North Center,41.94132,-87.67871,Entire home/apt,67,240,0,,1,365,0,0,1,2,1.5
Lake View,41.9380086,-87.6414248,Entire home/apt,242,2,8,1.18,1,334,8,3.88,1,2,1
Bridgeport,41.83712149999999,-87.6410574,Private room,255,2,1,1.0,3,365,1,0,1,1,1.5
West Ridge,41.99871,-87.69208,Entire home/apt,227,2,14,1.63,10,291,14,5.0,0,1,1
Near North Side,41.89885,-87.6442,Entire home/apt,124,1,43,5.76,10,161,43,4.88,2,2,1
Near North Side,41.91037,-87.63026,Entire home/apt,199,32,1,0.13,6,311,1,0,1,1,1
West Town,41.89705,-87.66369,Entire home/apt,370,2,44,5.37,1,292,44,5.0,4,4,3.5
Jefferson Park,41.96985610000001,-87.7702612,Entire home/apt,192,4,6,2.54,1,343,6,5.0,2,3,1
Edgewater,41.9847475,-87.65560719999999,Private room,39,1,8,1.2,1,54,8,5.0,1,1,1
Lake View,41.945628,-87.667895,Entire home/apt,215,1,20,2.75,1,64,20,4.95,1,1,1
Lower West Side,41.85346,-87.67024,Entire home/apt,165,2,20,3.97,1,136,20,4.70,2,2,1
Englewood,41.78973,-87.63265,Entire home/apt,101,2,12,1.43,3,40,12,4.92,1,2,1
East Garfield Park,41.87919,-87.69618,Private room,173,1,1,0.57,33,362,1,0,1,1,2.5
West Ridge,42.00011,-87.69425,Entire home/apt,238,32,0,,1,213,0,0,2,3,2
Chatham,41.74764,-87.63725,Entire home/apt,103,1,21,2.55,1,330,21,4.67,2,3,1
West Town,41.89254160000001,-87.67650069999999,Entire home/apt,200,32,0,,655,320,0,0,3,3,2
Irving Park,41.9569459,-87.7193868,Entire home/apt,99,2,16,1.9,1,303,16,5.0,2,2,1
Loop,41.8772287,-87.6290111,Entire home/apt,325,32,0,,655,0,0,0,2,2,2
Near North Side,41.890516,-87.635955,Entire home/apt,203,32,0,,655,0,0,0,1,1,1
Bridgeport,41.83819,-87.65802,Entire home/apt,92,32,2,0.25,34,306,2,0,2,2,1
Bridgeport,41.83834,-87.65749,Entire home/apt,79,32,3,0.38,34,293,3,5.0,2,2,1
Loop,41.8811213,-87.63199550000002,Entire home/apt,191,32,0,,655,330,0,0,2,2,2
Near West Side,41.86755,-87.68384,Private room,42,28,3,0.47,14,26,3,5.0,1,1,1
South Chicago,41.73945,-87.5656,Shared room,30,2,4,0.5,3,363,4,5.0,1,4,1.5
West Ridge,41.99397,-87.6839442,Entire home/apt,250,32,11,3.59,1,118,11,5.0,3,3,2
Armour Square,41.85322,-87.63686,Entire home/apt,800,3,0,,7,37,0,0,6,6,2.5
Near West Side,41.878536146557785,-87.68236039652399,Private room,60,30,0,,2,212,0,0,1,1,1
Avondale,41.93504398013249,-87.71050060980616,Entire home/apt,178,2,6,3.16,1,64,6,5.0,1,1,1
Loop,41.8860812,-87.63422229999998,Entire home/apt,223,32,0,,655,75,0,0,1,1,1
Near North Side,41.89833,-87.62258,Private room,175,2,11,2.75,7,64,11,4.82,1,1,1
Near West Side,41.8850096,-87.6440271,Entire home/apt,235,32,1,0.19,655,306,1,0,2,2,2
Near North Side,41.89809,-87.62096,Private room,173,2,5,1.42,7,65,5,4.80,1,1,1
Near West Side,41.86646,-87.65453,Entire home/apt,162,2,37,4.76,1,105,37,4.95,2,3,2
Portage Park,41.94265,-87.76518,Private room,58,32,0,,3,68,0,0,1,1,1
Uptown,41.96915164173295,-87.65909888752815,Entire home/apt,110,1,2,2.0,1,142,2,New,0,1,1
Near South Side,41.854115188894,-87.62279435992241,Entire home/apt,276,2,7,0.89,7,275,7,5.0,1,3,1
Near North Side,41.89967,-87.62078,Private room,160,2,1,0.32,7,0,1,0,1,1,1
Near North Side,41.89991,-87.62282,Private room,175,2,3,0.96,7,75,3,5.0,1,1,1
Near South Side,41.85627,-87.62778,Entire home/apt,257,2,7,0.94,19,343,7,5.0,3,3,2
Albany Park,41.9675915,-87.7217455,Private room,50,3,5,1.88,6,126,5,4.20,1,1,1
Near South Side,41.85431,-87.62583,Entire home/apt,325,2,21,2.9,19,118,21,4.71,2,3,1
Woodlawn,41.77774,-87.59254,Entire home/apt,237,2,0,,39,141,0,0,3,3,2
Loop,41.885569,-87.63473669999996,Entire home/apt,364,32,0,,655,289,0,0,2,2,2
Lake View,41.95155,-87.6558908,Entire home/apt,360,3,4,0.87,3,205,4,5.0,2,2,1
Lake View,41.9341,-87.65278,Entire home/apt,242,1,9,1.22,2,130,9,5.0,2,2,1
Near South Side,41.854115188894,-87.62279435992241,Entire home/apt,288,2,6,0.77,7,280,6,4.83,1,2,1
Near North Side,41.8982543,-87.61867459999996,Entire home/apt,280,32,0,,655,255,0,0,1,1,1
West Town,41.8947755,-87.6526915,Entire home/apt,259,32,0,,655,261,0,0,3,3,2
Loop,41.8676695,-87.62611919999999,Entire home/apt,140,32,0,,655,325,0,0,2,2,1
Loop,41.8811213,-87.63199550000002,Entire home/apt,288,32,0,,655,259,0,0,2,2,2
West Town,41.90921,-87.66501,Entire home/apt,571,2,22,3.2,15,209,22,4.95,4,4,3
Albany Park,41.9666,-87.72278,Private room,46,3,3,0.52,6,190,3,5.0,1,1,1
Albany Park,41.9675915,-87.7217455,Private room,46,3,3,0.52,6,113,3,5.0,1,1,1
Albany Park,41.9675915,-87.7217455,Private room,43,3,5,0.73,6,106,5,4.80,1,1,1
Near North Side,41.8982543,-87.61867459999996,Entire home/apt,336,32,0,,655,252,0,0,1,1,1
Loop,41.8811213,-87.63199550000002,Entire home/apt,201,32,0,,655,307,0,0,2,2,2
Jefferson Park,41.9736,-87.78664,Private room,45,1,17,2.51,3,333,17,4.71,1,1,1
East Garfield Park,41.88073,-87.69679,Entire home/apt,150,1,7,0.96,1,230,7,4.43,2,2,1
Douglas,41.83919,-87.62291,Entire home/apt,118,32,1,0.58,1,136,1,0,1,1,1
Avondale,41.94051,-87.70798,Entire home/apt,156,2,16,2.84,1,66,16,4.81,2,2,1
Grand Boulevard,41.818246363160654,-87.61445798399771,Private room,80,32,0,,4,309,0,0,1,2,1
Lake View,41.9528527,-87.6705389,Entire home/apt,214,2,3,0.44,1,119,3,5.0,2,2,1
Near North Side,41.90056,-87.64233,Entire home/apt,100,1,44,5.87,10,164,44,4.93,1,1,1
Grand Boulevard,41.81483,-87.61829,Entire home/apt,171,2,36,4.98,2,32,36,5.0,1,1,1
Lake View,41.94062,-87.66925,Entire home/apt,66,1,20,2.54,10,158,20,4.85,1,2,1
Armour Square,41.85159,-87.63694,Entire home/apt,359,28,5,0.7,7,318,5,5.0,3,3,1.5
Armour Square,41.85187,-87.63703,Entire home/apt,337,28,6,0.98,7,312,6,5.0,3,3,1.5
Loop,41.88163,-87.63256,Entire home/apt,2126,2,2,0.82,46,312,2,0,6,6,6
Near South Side,41.85339,-87.62442,Entire home/apt,130,1,31,4.17,2,267,31,4.74,1,1,1
Loop,41.88025,-87.6327,Entire home/apt,2861,2,0,,46,310,0,0,8,8,8
Lake View,41.94028,-87.66854,Entire home/apt,113,1,26,3.44,10,151,26,4.81,2,2,1
Lake View,41.94412,-87.64585,Entire home/apt,67,1,24,3.3,10,7,24,4.71,1,1,1
Near South Side,41.85408,-87.62707,Entire home/apt,232,2,19,2.68,19,365,19,4.63,2,2,2
South Chicago,41.73804,-87.5663,Private room,40,2,1,0.17,3,358,1,0,1,2,1.5
South Shore,41.75668,-87.57802,Entire home/apt,108,2,5,0.97,2,25,5,4.20,3,5,2
Near South Side,41.85576,-87.6251,Entire home/apt,326,2,9,1.51,19,353,9,4.89,3,4,1
Albany Park,41.97054,-87.71205,Entire home/apt,288,5,1,0.15,13,326,1,0,3,3,2
Jefferson Park,41.9780246,-87.7874679,Entire home/apt,520,3,17,3.04,2,145,17,5.0,5,5,4.5
Lake View,41.93872,-87.66877,Entire home/apt,59,1,20,2.7,8,155,20,4.65,0,1,1
Near North Side,41.89229,-87.62126,Entire home/apt,750,3,1,0.15,2,0,1,0,1,1,1
Near North Side,41.8981192,-87.6271617,Entire home/apt,157,32,3,0.45,2,43,3,5.0,1,1,1
Lake View,41.93424,-87.64394,Entire home/apt,78,2,31,4.72,8,150,31,4.84,0,1,1
West Town,41.88938,-87.64743,Entire home/apt,831,2,19,2.79,46,339,19,4.84,3,3,2
West Town,41.9054,-87.67178,Entire home/apt,243,2,30,4.15,19,232,30,4.73,2,0,2
Near South Side,41.86434,-87.62489,Private room,88,1,32,4.66,1,174,32,4.59,1,1,1
Rogers Park,42.01658,-87.66541,Entire home/apt,88,1,15,2.14,10,171,15,4.87,2,2,1
Avondale,41.9333913,-87.68920840000001,Entire home/apt,282,2,10,2.24,1,325,10,5.0,3,4,2
Near West Side,41.87377,-87.68878,Entire home/apt,256,1,0,,2,361,0,0,2,2,2
Jefferson Park,41.98181,-87.77898,Entire home/apt,144,28,2,0.37,1,334,2,0,2,2,1
Uptown,41.9626,-87.65145,Entire home/apt,63,1,31,4.27,10,169,31,4.84,0,1,1
Near West Side,41.88596,-87.64603,Entire home/apt,448,3,18,2.4,7,167,18,4.94,3,3,2.5
West Town,41.88983535778659,-87.64764313258082,Entire home/apt,761,2,15,2.2,46,360,15,5.0,2,2,2
Lake View,41.93695,-87.64522,Entire home/apt,115,1,10,1.65,10,147,10,4.80,4,4,1.5
Logan Square,41.92571,-87.68798,Entire home/apt,225,2,18,2.66,3,119,18,5.0,2,2,1
Hyde Park,41.80159917056052,-87.59866041534424,Entire home/apt,128,2,17,2.41,9,343,17,4.47,2,2,2
Near North Side,41.898904,-87.62797,Entire home/apt,371,32,0,,655,205,0,0,2,2,2
Logan Square,41.928,-87.68958,Entire home/apt,251,2,28,3.87,3,118,28,4.86,2,2,1
Near North Side,41.890516,-87.635955,Entire home/apt,202,32,0,,655,0,0,0,1,1,1
Loop,41.8811213,-87.63199550000002,Entire home/apt,364,32,0,,655,21,0,0,2,2,2
Loop,41.88092,-87.63076,Entire home/apt,3644,2,0,,46,308,0,0,10,10,10
Loop,41.8676695,-87.62611919999999,Entire home/apt,207,32,0,,655,40,0,0,1,1,1
West Town,41.90946,-87.67962,Entire home/apt,502,12,0,,2,365,0,0,4,3,3
Irving Park,41.94561,-87.73787,Entire home/apt,126,2,8,1.1,2,0,8,4.75,3,3,2
West Town,41.90825,-87.6678,Entire home/apt,138,2,11,1.91,6,333,11,4.55,1,1,1
Near South Side,41.85937,-87.6247,Private room,90,60,0,,1,309,0,0,1,1,1
Portage Park,41.95986,-87.75396,Entire home/apt,89,1,40,6.38,15,319,40,4.73,0,1,1
Chatham,41.7473,-87.61277,Entire home/apt,449,32,0,,5,90,0,0,5,7,3.5
Norwood Park,41.97724,-87.80679,Entire home/apt,549,32,1,0.17,5,90,1,0,5,6,2
Lower West Side,41.85938,-87.66399,Entire home/apt,119,1,50,6.58,15,304,50,4.82,2,2,1
Near North Side,41.890516,-87.635955,Entire home/apt,208,32,0,,655,269,0,0,1,1,1
Armour Square,41.85362031990688,-87.63386698710428,Entire home/apt,213,2,9,2.39,5,328,9,5.0,3,4,1.5
Logan Square,41.9162618,-87.6869361,Entire home/apt,144,32,0,,655,323,0,0,1,1,1
Logan Square,41.9162618,-87.6869361,Entire home/apt,208,32,0,,655,357,0,0,1,1,1
Armour Square,41.85343,-87.63722,Entire home/apt,800,32,0,,7,22,0,0,6,7,2.5
Logan Square,41.91886,-87.71955,Entire home/apt,109,2,20,3.9,1,280,20,4.90,1,4,1
Near West Side,41.87028,-87.65298,Entire home/apt,72,1,4,1.19,33,297,4,3.50,1,3,1
Armour Square,41.85302,-87.63672,Entire home/apt,1200,32,0,,7,33,0,0,9,10,3.5
Lincoln Square,41.9747175,-87.6912778,Entire home/apt,107,2,10,1.78,2,271,10,5.0,1,1,1
Loop,41.88529,-87.62044,Entire home/apt,165,32,2,0.31,17,310,2,0,1,1,1
Armour Square,41.85424,-87.63549,Entire home/apt,345,28,5,1.06,7,43,5,4.80,3,3,2
West Town,41.89149,-87.67797,Entire home/apt,960,3,1,1.0,1,183,1,New,4,4,3.5
Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,122,32,0,,655,0,0,0,0,1,1
Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,203,32,1,0.26,655,301,1,0,1,1,1
Logan Square,41.91561,-87.67377,Entire home/apt,239,1,2,2.0,1,339,2,0,3,3,1
Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,127,32,1,0.18,655,331,1,0,1,1,1
West Town,41.90030655213782,-87.69787240688831,Entire home/apt,120,2,20,5.0,5,52,20,4.65,2,2,1
Belmont Cragin,41.92927,-87.7631,Entire home/apt,78,1,7,0.96,3,0,7,4.86,1,1,1
Norwood Park,41.97726,-87.8066,Entire home/apt,549,32,0,,15,179,0,0,5,6,2
Lower West Side,41.8586332,-87.6421402,Entire home/apt,174,2,6,1.05,1,85,6,5.0,0,2,1
Ohare,41.95895,-87.8434,Entire home/apt,299,2,10,2.21,1,302,10,5.0,3,4,2.5
Chatham,41.74809,-87.61455,Entire home/apt,449,32,0,,15,180,0,0,5,6,3.5
Humboldt Park,41.90823074825708,-87.71415331286816,Private room,52,32,0,,3,0,0,0,1,1,1
Uptown,41.962037,-87.6670071,Entire home/apt,96,3,15,2.5,12,347,15,5.0,1,1,1
Lincoln Square,41.97705,-87.68138,Entire home/apt,74,1,14,1.99,10,166,14,4.86,1,1,1
Near West Side,41.88188239999999,-87.68910070000001,Private room,30,33,0,,2,59,0,0,1,1,1
Near North Side,41.890516,-87.635955,Entire home/apt,134,32,1,0.26,655,312,1,0,0,1,1
Mckinley Park,41.8316,-87.66629,Private room,35,1,28,3.62,1,329,28,4.54,1,1,2
East Side,41.70719,-87.53667,Private room,21,5,4,0.52,5,14,4,3.0,1,1,1
East Side,41.70638,-87.53857,Private room,16,5,2,0.35,5,14,2,0,1,1,1
East Side,41.70627,-87.53867,Private room,47,12,1,0.23,5,332,1,0,1,1,1
East Side,41.70618,-87.53655,Private room,20,15,6,0.86,5,53,6,4.17,1,1,1
Greater Grand Crossing,41.75487,-87.6048,Entire home/apt,130,1,28,3.62,4,173,28,4.79,3,3,1
Grand Boulevard,41.81664,-87.61531,Entire home/apt,120,32,0,,4,302,0,0,2,2,2
Greater Grand Crossing,41.7529,-87.60387,Private room,60,1,1,0.14,4,311,1,0,1,1,1
Greater Grand Crossing,41.7547,-87.60462,Private room,59,1,0,,4,312,0,0,1,1,1
Jefferson Park,41.97498,-87.77641,Entire home/apt,66,2,20,3.7,5,292,20,4.75,2,2,1
Jefferson Park,41.974762,-87.7773133,Entire home/apt,62,2,6,0.84,5,293,6,4.83,1,2,1
Logan Square,41.9215,-87.72217,Entire home/apt,100,2,20,2.84,3,220,20,4.85,3,3,1
Lincoln Park,41.91473,-87.638,Entire home/apt,161,5,7,1.06,39,48,7,4.86,1,2,1
Avondale,41.93416,-87.71059,Private room,60,32,1,0.18,1,232,1,0,1,1,1
Logan Square,41.9203447,-87.7226813,Entire home/apt,91,1,18,2.51,3,266,18,4.78,2,2,1
Hegewisch,41.65515,-87.55108,Entire home/apt,108,1,2,0.3,1,138,2,0,3,3,1
Rogers Park,42.01253,-87.66381,Entire home/apt,88,1,12,1.75,10,175,12,4.08,1,1,1
Logan Square,41.91663,-87.69262,Entire home/apt,171,2,5,0.96,1,3,5,5.0,2,2,1
Loop,41.88543,-87.62099,Entire home/apt,174,32,0,,17,311,0,0,1,1,1
Logan Square,41.92967,-87.69214,Entire home/apt,212,2,18,2.51,2,226,18,5.0,2,5,2
Loop,41.88743,-87.61946,Entire home/apt,169,32,1,0.67,17,323,1,0,1,1,1
Kenwood,41.80399,-87.59595,Entire home/apt,318,2,24,3.35,9,333,24,4.75,4,4,2
Near North Side,41.8993,-87.62656,Entire home/apt,200,32,1,0.14,3,90,1,0,1,1,1
Hyde Park,41.79386,-87.59421,Entire home/apt,89,2,27,3.95,1,0,27,4.96,1,2,1
Lincoln Square,41.97659,-87.67871,Entire home/apt,115,1,16,2.27,19,345,16,4.56,1,1,1
Rogers Park,42.01105,-87.6657,Entire home/apt,118,1,4,2.67,10,168,4,5.0,3,3,1
Near North Side,41.9069,-87.62828,Entire home/apt,298,32,0,,1,362,0,0,1,1,1.5
Near West Side,41.87437,-87.68467,Entire home/apt,400,30,0,,2,90,0,0,2,2,2
Loop,41.8772287,-87.6290111,Entire home/apt,170,32,0,,655,76,0,0,1,1,1
Rogers Park,41.99944,-87.66194,Entire home/apt,92,1,3,1.06,1,36,3,5.0,1,2,1
West Town,41.8952397,-87.6551692,Entire home/apt,255,32,0,,655,284,0,0,1,1,1
Near South Side,41.86484,-87.62271,Entire home/apt,645,3,12,2.83,7,170,12,5.0,3,3,3
West Town,41.90583,-87.6661,Entire home/apt,211,2,12,6.32,1,206,12,5.0,2,2,2
Rogers Park,42.01011,-87.67391,Entire home/apt,99,3,1,1.0,1,284,1,0,2,2,1
Near South Side,41.84695519850472,-87.62609471231752,Entire home/apt,177,1,6,3.21,3,293,6,4.67,2,2,1
South Chicago,41.7456221547512,-87.56981870793459,Private room,30,2,9,1.38,1,337,9,4.56,1,1,1
West Town,41.90784926953003,-87.67542166931152,Entire home/apt,305,3,24,3.53,3,68,24,4.63,3,6,1
Jefferson Park,41.97146,-87.76541,Entire home/apt,230,4,7,1.88,1,124,7,5.0,3,4,3
Humboldt Park,41.8985407,-87.70563279999999,Entire home/apt,165,2,29,4.55,2,133,29,4.97,3,3,2
Near West Side,41.875484024696334,-87.65618543597762,Entire home/apt,504,2,13,1.84,46,358,13,4.92,2,2,2
Rogers Park,42.01942,-87.6675,Entire home/apt,107,1,4,1.71,1,40,4,4.25,1,1,1
Near West Side,41.875415999223726,-87.65622595883939,Entire home/apt,519,2,6,1.05,46,359,6,4.83,2,2,2
Avondale,41.9340035,-87.7185616,Entire home/apt,275,1,0,,1,365,0,New,2,3,1.5
West Ridge,42.0133054,-87.683784,Private room,39,2,10,1.36,5,267,10,4.50,1,1,1
Loop,41.87174,-87.62632,Entire home/apt,224,2,20,4.72,1,177,20,4.70,2,2,1
Logan Square,41.9295712,-87.69788539999999,Entire home/apt,211,2,26,3.58,1,125,26,4.77,4,6,2
Bridgeport,41.84727,-87.64506,Private room,44,1,17,2.43,7,317,17,4.47,1,1,2
Loop,41.8860812,-87.63422229999998,Entire home/apt,170,32,0,,655,306,0,0,0,1,1
Near North Side,41.88997944098468,-87.62913121534424,Entire home/apt,486,2,35,5.41,3,218,35,4.91,2,3,2
Lake View,41.9357189,-87.6479579,Entire home/apt,371,1,1,0.18,8,0,1,0,3,3,1
Chatham,41.75028,-87.61221,Entire home/apt,334,2,1,1.0,39,357,1,0,4,5,2
Mckinley Park,41.82418,-87.66777,Entire home/apt,472,2,9,1.31,1,330,9,4.11,5,10,2
Uptown,41.95482,-87.65115,Entire home/apt,300,32,10,1.33,24,365,10,4.80,0,1,1
West Town,41.91021,-87.68584,Entire home/apt,198,32,2,0.9,3,251,2,0,2,2,1
Edgewater,41.98153,-87.66191,Entire home/apt,179,2,13,1.94,1,326,13,5.0,1,2,1
Ohare,41.9721,-87.84517,Entire home/apt,200,1,3,0.51,5,292,3,5.0,1,1,1
Kenwood,41.80377,-87.59512,Entire home/apt,379,2,19,2.77,9,356,19,4.74,4,4,2
Near West Side,41.87719,-87.65617,Entire home/apt,307,2,17,2.34,46,348,17,4.76,1,1,1
Portage Park,41.96146,-87.75422,Entire home/apt,70,1,21,3.21,8,179,21,4.76,1,1,1
Near West Side,41.877196265910335,-87.65470203035761,Entire home/apt,455,2,12,2.16,46,353,12,4.83,2,2,2
West Lawn,41.77743,-87.72671,Entire home/apt,95,32,0,,2,253,0,0,2,2,1
South Shore,41.77065,-87.57009,Private room,888,32,0,,33,167,0,0,1,1,1
Washington Park,41.7971432675832,-87.62304501944337,Entire home/apt,106,3,3,2.09,1,262,3,4.33,3,5,2
West Town,41.89357,-87.66942,Entire home/apt,220,2,5,0.89,39,342,5,3.60,3,3,1.5
West Town,41.90852,-87.66786,Entire home/apt,126,1,9,2.39,10,134,9,4.22,4,5,3
Near West Side,41.8772433289402,-87.65501287228366,Entire home/apt,447,2,6,0.94,46,365,6,4.33,2,2,2
West Town,41.89355,-87.66942,Entire home/apt,285,2,5,0.79,39,337,5,3.60,4,4,3
South Shore,41.771,-87.57079,Private room,888,32,0,,33,167,0,0,1,1,1
Loop,41.885569,-87.63473669999996,Entire home/apt,347,32,0,,655,289,0,0,2,2,2
Lake View,41.93931,-87.65175,Entire home/apt,254,2,5,0.97,39,320,5,4.80,4,5,2
Loop,41.8725288,-87.6308608,Entire home/apt,182,32,1,0.43,655,228,1,0,1,1,1.5
Loop,41.8725288,-87.6308608,Entire home/apt,290,32,0,,655,355,0,0,1,1,1.5
South Shore,41.77049,-87.57003,Private room,888,32,0,,33,123,0,0,1,1,1
South Shore,41.77115,-87.57149,Private room,59,32,0,,33,167,0,0,1,1,1
Lake View,41.93931,-87.65175,Entire home/apt,237,2,5,1.06,39,324,5,4.0,4,5,2.5
West Town,41.90064,-87.69738,Entire home/apt,282,3,4,0.64,1,322,4,5.0,4,4,3
Washington Park,41.79848796703366,-87.62395642896969,Entire home/apt,53,30,0,,1,289,0,0,3,2,1
Near West Side,41.885209,-87.6471114,Entire home/apt,227,32,0,,655,250,0,0,1,1,1
Logan Square,41.927101,-87.7043588,Entire home/apt,303,32,0,,655,365,0,0,2,2,2
Near South Side,41.85431,-87.62332,Entire home/apt,225,2,22,3.01,70,348,22,4.59,0,2,1
Near North Side,41.9029299,-87.6441632,Entire home/apt,207,32,0,,655,5,0,0,0,1,1
Near West Side,41.87197,-87.68354,Entire home/apt,161,2,1,1.0,1,22,1,0,3,3,2
West Town,41.88969,-87.65236,Entire home/apt,1321,4,9,1.65,2,306,9,4.78,4,7,3.5
South Chicago,41.73358,-87.55635,Entire home/apt,125,2,1,0.18,1,338,1,0,2,2,1
West Town,41.90052324049712,-87.6574634489769,Entire home/apt,180,32,0,,1,238,0,0,3,2,2
Edgewater,41.98434,-87.65452,Entire home/apt,146,2,14,2.69,2,184,14,4.14,1,1,1
Lake View,41.94535,-87.64655,Entire home/apt,171,2,14,1.93,3,321,14,4.86,1,1,1
